time,returns,Number_of_Submissions,Due Diligence,Fluff,Diamond Hands,News,Discussion,Hedge Fund Tears,Memes,Provocative,YOLO,Charity,Question,Mod Announcement,Art and Media,meaningless,Knowledge,Social Media,open,high,low,close,volume,Time,Month,Quarter
2021-02-18 14:00:00,0.049565217391304366,58,0.017241379310344827,0.06896551724137931,0.29310344827586204,0.08620689655172414,0.1896551724137931,,0.1896551724137931,0.15517241379310345,,,,,,,,,46.7999,48.51,45.7001,48.28,320692,2021-02-18 14:00:00,2,1
2021-02-18 15:00:00,-0.022083678541839347,101,0.06,0.06,0.34,0.11,0.21,0.05,0.06,0.11,,,,,,,,,48.29,50.22,46.24,47.2138,2520090,2021-02-18 15:00:00,2,1
2021-02-18 16:00:00,-0.054090117719819315,106,0.01904761904761905,0.10476190476190476,0.2,0.1619047619047619,0.2380952380952381,0.09523809523809523,0.09523809523809523,0.08571428571428573,,,,,,,,,47.02,47.26,44.53,44.66,1780789,2021-02-18 16:00:00,2,1
2021-02-18 17:00:00,-0.016751007613076463,164,0.018404907975460124,0.05521472392638037,0.2883435582822086,0.147239263803681,0.2453987730061349,0.07975460122699386,0.0920245398773006,0.0736196319018405,,,,,,,,,44.72,44.7929,43.31,43.9119,1833158,2021-02-18 17:00:00,2,1
2021-02-18 18:00:00,0.049715452986548,484,0.0021141649048625802,0.08668076109936575,0.28118393234672306,0.11627906976744184,0.1649048625792812,0.11416490486257927,0.06553911205073996,0.16913319238900634,,,,,,,,,43.9,48.65,43.22,46.095,7155323,2021-02-18 18:00:00,2,1
2021-02-18 19:00:00,-0.03275843366959541,366,0.025139664804469275,0.08100558659217877,0.1843575418994413,0.1452513966480447,0.2122905027932961,0.09497206703910614,0.09497206703910614,0.16201117318435754,,,,,,,,,46.05,48.49,44.2301,44.585,3749554,2021-02-18 19:00:00,2,1
2021-02-18 20:00:00,-0.035550072894471214,249,0.02092050209205021,0.0794979079497908,0.200836820083682,0.13807531380753138,0.2552301255230125,0.05439330543933055,0.08786610878661087,0.16317991631799164,,,,,,,,,44.555,45.15,42.69,43.0,2385267,2021-02-18 20:00:00,2,1
2021-02-18 21:00:00,-0.05348837209302315,266,0.0038314176245210726,0.0421455938697318,0.28735632183908044,0.06513409961685822,0.29118773946360155,0.08045977011494253,0.06896551724137931,0.16091954022988506,,,,,,,,,43.0199,43.04,40.65,40.7,3864505,2021-02-18 21:00:00,2,1
2021-02-18 22:00:00,0.00024570024570014226,237,0.012987012987012988,0.08225108225108227,0.2380952380952381,0.09090909090909093,0.2554112554112554,0.09956709956709957,0.08225108225108227,0.13852813852813853,,,,,,,,,40.69,40.99,40.0,40.71,220919,2021-02-18 22:00:00,2,1
2021-02-18 23:00:00,0.003684598378776771,228,0.013574660633484163,0.08144796380090498,0.2081447963800905,0.11312217194570134,0.28054298642533937,0.09049773755656107,0.05882352941176471,0.15384615384615385,,,,,,,,,40.71,40.96,40.42,40.86,52056,2021-02-18 23:00:00,2,1
2021-02-19 00:00:00,-0.008810572687224627,103,0.04854368932038835,0.06796116504854369,0.20388349514563106,0.07766990291262135,0.3980582524271845,0.07766990291262135,0.03883495145631068,0.08737864077669902,,,,,,,,,40.89,40.89,40.45,40.5,40768,2021-02-19 00:00:00,2,1
2021-02-19 01:00:00,-0.007407407407407306,86,0.011627906976744186,0.06976744186046513,0.3372093023255814,0.04651162790697674,0.313953488372093,0.011627906976744186,0.10465116279069768,0.10465116279069768,,,,,,,,,40.5,40.68,40.11,40.2,46024,2021-02-19 01:00:00,2,1
2021-02-19 10:00:00,0.03681592039800985,37,0.028571428571428567,0.08571428571428573,0.3428571428571429,0.028571428571428567,0.3142857142857143,0.08571428571428573,0.057142857142857134,0.057142857142857134,,,,,,,,,40.2,41.75,40.2,41.68,6725,2021-02-19 10:00:00,2,1
2021-02-19 11:00:00,-0.006717850287907945,32,0.09375,0.0625,0.34375,0.09375,0.1875,0.125,0.03125,0.0625,,,,,,,,,41.6,41.72,41.4,41.4,2503,2021-02-19 11:00:00,2,1
2021-02-19 12:00:00,-0.009661835748792202,49,0.09090909090909093,0.06818181818181818,0.3181818181818182,0.022727272727272728,0.25,0.11363636363636365,0.045454545454545456,0.09090909090909093,,,,,,,,,41.4,41.4,40.55,41.0,10225,2021-02-19 12:00:00,2,1
2021-02-19 13:00:00,-0.0009756097560975617,55,0.05660377358490566,0.07547169811320754,0.2830188679245283,0.11320754716981132,0.3584905660377358,0.018867924528301886,0.05660377358490566,0.03773584905660377,,,,,,,,,40.93,41.48,40.5,40.96,46549,2021-02-19 13:00:00,2,1
2021-02-19 14:00:00,0.0029296875,83,0.07317073170731707,0.06097560975609756,0.2804878048780488,0.06097560975609756,0.3170731707317073,0.07317073170731707,0.0975609756097561,0.036585365853658534,,,,,,,,,41.0999,41.43,40.52,41.08,96946,2021-02-19 14:00:00,2,1
2021-02-19 15:00:00,0.011684518013632015,86,0.04651162790697674,0.08139534883720931,0.2790697674418605,0.05813953488372092,0.26744186046511625,0.04651162790697674,0.10465116279069768,0.11627906976744184,,,,,,,,,41.01,42.108,40.56,41.56,1769340,2021-02-19 15:00:00,2,1
2021-02-19 16:00:00,0.027432627526467586,127,0.048,0.08,0.312,0.056,0.304,0.056,0.016,0.128,,,,,,,,,41.52,43.89,41.2,42.7001,2949799,2021-02-19 16:00:00,2,1
2021-02-19 17:00:00,-0.01873766103592267,96,0.042105263157894736,0.07368421052631577,0.30526315789473685,0.09473684210526316,0.24210526315789474,0.05263157894736842,0.05263157894736842,0.1368421052631579,,,,,,,,,42.7074,43.37,41.51,41.9,1141967,2021-02-19 17:00:00,2,1
2021-02-19 18:00:00,-0.03961813842482087,124,0.032520325203252036,0.07317073170731707,0.2682926829268293,0.05691056910569105,0.3739837398373984,0.024390243902439025,0.08943089430894309,0.08130081300813008,,,,,,,,,41.8562,42.06,39.4,40.24,1988468,2021-02-19 18:00:00,2,1
2021-02-19 19:00:00,-0.02220178926441352,155,0.05194805194805195,0.03896103896103896,0.35714285714285715,,0.2792207792207792,0.05844155844155844,0.14285714285714285,0.07142857142857142,,,,,,,,,40.1775,40.2199,38.52,39.3466,1790131,2021-02-19 19:00:00,2,1
2021-02-19 20:00:00,-0.007792287008280384,161,0.05128205128205128,0.0576923076923077,0.2756410256410257,0.03205128205128205,0.26282051282051283,0.08974358974358974,0.1217948717948718,0.10897435897435898,,,,,,,,,39.32,39.38,38.5,39.04,1484688,2021-02-19 20:00:00,2,1
2021-02-19 21:00:00,0.04200563524590173,136,0.06923076923076922,0.07692307692307693,0.2692307692307692,0.1153846153846154,0.19230769230769232,0.09230769230769233,0.1076923076923077,0.07692307692307693,,,,,,,,,39.035,40.98,39.0,40.6799,2360592,2021-02-19 21:00:00,2,1
2021-02-19 22:00:00,0.0521166472877268,123,0.0847457627118644,0.09322033898305083,0.3559322033898305,0.06779661016949153,0.15254237288135594,0.07627118644067797,0.05084745762711865,0.11864406779661014,,,,,,,,,40.67,44.0,40.2,42.8,509939,2021-02-19 22:00:00,2,1
2021-02-19 23:00:00,0.0011682242990656009,109,0.08333333333333333,0.037037037037037035,0.3333333333333333,0.07407407407407407,0.19444444444444445,0.04629629629629629,0.14814814814814814,0.08333333333333333,,,,,,,,,42.9,43.55,42.27,42.85,452554,2021-02-19 23:00:00,2,1
2021-02-20 00:00:00,-0.0032672112018670148,84,0.04819277108433735,0.04819277108433735,0.2289156626506024,0.08433734939759037,0.24096385542168675,0.08433734939759037,0.12048192771084335,0.14457831325301204,,,,,,,,,42.9,43.18,42.5,42.71,78268,2021-02-20 00:00:00,2,1
2021-02-20 01:00:00,0.003980332474830206,71,0.042857142857142864,0.057142857142857134,0.21428571428571427,0.07142857142857142,0.24285714285714285,0.07142857142857142,0.2,0.1,,,,,,,,,42.7999,43.0,42.25,42.88,82979,2021-02-20 01:00:00,2,1
2021-02-22 10:00:00,0.07859141791044766,65,0.030769230769230767,0.061538461538461535,0.3692307692307693,0.09230769230769233,0.13846153846153847,0.061538461538461535,0.1076923076923077,0.09230769230769233,0.04615384615384616,,,,,,,,44.0,49.0,43.02,46.25,149720,2021-02-22 10:00:00,2,1
2021-02-22 11:00:00,0.027027027027026973,57,0.05357142857142857,0.07142857142857142,0.32142857142857145,0.07142857142857142,0.16071428571428573,0.03571428571428571,0.14285714285714285,0.125,0.017857142857142856,,,,,,,,46.55,47.89,46.07,47.5,55307,2021-02-22 11:00:00,2,1
2021-02-22 12:00:00,-0.06294736842105264,45,0.045454545454545456,0.045454545454545456,0.2272727272727273,0.06818181818181818,0.09090909090909093,0.09090909090909093,0.11363636363636365,0.20454545454545456,0.11363636363636365,,,,,,,,47.4,47.4,44.49,44.51,49113,2021-02-22 12:00:00,2,1
2021-02-22 13:00:00,0.024488878903617284,58,0.017857142857142856,0.08928571428571429,0.375,0.10714285714285714,0.21428571428571427,0.05357142857142857,0.05357142857142857,0.08928571428571429,,,,,,,,,44.55,46.23,44.15,45.6,175707,2021-02-22 13:00:00,2,1
2021-02-22 14:00:00,-0.01535307017543852,73,0.041666666666666664,0.1111111111111111,0.3055555555555556,0.041666666666666664,0.1388888888888889,0.1388888888888889,0.125,0.041666666666666664,0.05555555555555555,,,,,,,,44.8973,47.1,44.121,44.8999,593632,2021-02-22 14:00:00,2,1
2021-02-22 15:00:00,0.02673057178301064,110,0.04807692307692308,0.0576923076923077,0.3461538461538461,0.038461538461538464,0.22115384615384606,0.10576923076923077,0.04807692307692308,0.1153846153846154,0.019230769230769232,,,,,,,,44.95,48.51,44.06,46.1001,5354179,2021-02-22 15:00:00,2,1
2021-02-22 16:00:00,-0.07441415528382789,109,0.045871559633027525,0.06422018348623854,0.2293577981651377,0.06422018348623854,0.2385321100917432,0.11926605504587155,0.05504587155963303,0.08256880733944955,0.10091743119266056,,,,,,,,46.1001,46.47,42.4,42.6696,4141225,2021-02-22 16:00:00,2,1
2021-02-22 17:00:00,0.0452406397060201,100,0.040816326530612235,0.09183673469387756,0.2551020408163265,0.1020408163265306,0.22448979591836726,0.07142857142857142,0.051020408163265314,0.051020408163265314,0.11224489795918367,,,,,,,,42.58,46.2,42.5501,44.6,2494285,2021-02-22 17:00:00,2,1
2021-02-22 18:00:00,-0.013609865470851969,80,0.075,0.1,0.35,0.0375,0.2,0.0625,0.0625,0.1125,,,,,,,,,44.62,44.77,43.6201,43.993,918547,2021-02-22 18:00:00,2,1
2021-02-22 19:00:00,0.01818016502625408,65,0.03125,0.0625,0.234375,0.03125,0.28125,0.09375,0.109375,0.109375,0.046875,,,,,,,,43.9966,45.15,43.55,44.7928,741401,2021-02-22 19:00:00,2,1
2021-02-22 20:00:00,0.03900626886463887,88,0.06818181818181818,0.05681818181818181,0.2272727272727273,0.022727272727272728,0.2954545454545455,0.07954545454545454,0.11363636363636365,0.07954545454545454,0.05681818181818181,,,,,,,,44.8,46.85,44.55,46.54,1641848,2021-02-22 20:00:00,2,1
2021-02-22 21:00:00,-0.01611516974645466,75,0.02666666666666667,0.08,0.28,0.06666666666666668,0.21333333333333326,0.04,0.13333333333333333,0.13333333333333333,0.02666666666666667,,,,,,,,46.55,46.79,43.735,45.79,2600899,2021-02-22 21:00:00,2,1
2021-02-22 22:00:00,0.03734439834024905,101,0.0505050505050505,0.09090909090909093,0.1919191919191919,0.0707070707070707,0.202020202020202,0.101010101010101,0.0707070707070707,0.15151515151515152,0.0707070707070707,,,,,,,,45.9,48.5,45.51,47.5,480499,2021-02-22 22:00:00,2,1
2021-02-22 23:00:00,-0.020842105263157884,69,0.029411764705882363,0.07352941176470587,0.3088235294117647,0.07352941176470587,0.22058823529411764,0.04411764705882353,0.1176470588235294,0.1323529411764706,,,,,,,,,47.47,48.16,46.51,46.51,98932,2021-02-22 23:00:00,2,1
2021-02-23 00:00:00,-0.009890346162115704,74,0.04225352112676056,0.09859154929577464,0.14084507042253522,0.15492957746478872,0.3380281690140845,0.056338028169014086,0.07042253521126761,0.08450704225352113,0.014084507042253518,,,,,,,,46.51,46.59,45.7,46.05,95164,2021-02-23 00:00:00,2,1
2021-02-23 01:00:00,0.03148751357220414,58,0.08771929824561403,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.2456140350877193,0.08771929824561403,0.12280701754385966,0.10526315789473684,0.03508771929824561,,,,,,,,46.43,47.6,45.81,47.5,64514,2021-02-23 01:00:00,2,1
2021-02-23 10:00:00,-0.028421052631579014,36,0.028571428571428567,0.08571428571428573,0.2,0.08571428571428573,0.2571428571428571,0.08571428571428573,0.08571428571428573,0.14285714285714285,0.028571428571428567,,,,,,,,46.0,47.7,45.8,46.15,10720,2021-02-23 10:00:00,2,1
2021-02-23 11:00:00,-0.05092091007583965,38,0.05263157894736842,0.07894736842105263,0.2631578947368421,0.10526315789473684,0.21052631578947367,0.07894736842105263,0.13157894736842105,0.07894736842105263,,,,,,,,,46.14,46.15,43.8,43.8,30476,2021-02-23 11:00:00,2,1
2021-02-23 12:00:00,0.013698630136986356,51,0.05882352941176471,0.1176470588235294,0.29411764705882354,0.0392156862745098,0.215686274509804,0.0784313725490196,0.05882352941176471,0.09803921568627452,0.0392156862745098,,,,,,,,43.8,44.4,42.87,44.4,27430,2021-02-23 12:00:00,2,1
2021-02-23 13:00:00,-0.012612612612612484,41,0.05128205128205128,0.05128205128205128,0.2307692307692308,0.02564102564102564,0.2564102564102564,0.05128205128205128,0.20512820512820512,0.05128205128205128,0.07692307692307693,,,,,,,,44.52,45.24,43.82,43.84,48033,2021-02-23 13:00:00,2,1
2021-02-23 14:00:00,0.012089416058393976,69,0.07352941176470587,0.029411764705882363,0.3235294117647059,,0.25,0.10294117647058824,0.07352941176470587,0.1323529411764706,0.014705882352941175,,,,,,,,43.89,45.55,43.8,44.37,120850,2021-02-23 14:00:00,2,1
2021-02-23 15:00:00,-0.015100292990759434,106,0.0761904761904762,0.0380952380952381,0.21904761904761905,0.009523809523809523,0.29523809523809524,0.06666666666666668,0.08571428571428573,0.17142857142857146,0.0380952380952381,,,,,,,,44.51,46.23,40.0,43.7,2257885,2021-02-23 15:00:00,2,1
2021-02-23 16:00:00,-0.009610983981693357,124,0.03225806451612903,0.04032258064516129,0.2903225806451613,0.05645161290322581,0.18548387096774194,0.05645161290322581,0.13709677419354838,0.10483870967741936,0.0967741935483871,,,,,,,,43.5436,44.47,42.36,43.28,1074865,2021-02-23 16:00:00,2,1
2021-02-23 17:00:00,0.0043900184842882144,108,0.037383177570093455,0.06542056074766353,0.3177570093457944,0.06542056074766353,0.2803738317757009,0.037383177570093455,0.06542056074766353,0.09345794392523364,0.037383177570093455,,,,,,,,43.32,44.32,42.43,43.47,869669,2021-02-23 17:00:00,2,1
2021-02-23 18:00:00,-0.007782378651943755,125,0.07258064516129033,0.05645161290322581,0.2177419354838709,0.10483870967741936,0.2419354838709677,0.04032258064516129,0.0967741935483871,0.12903225806451613,0.04032258064516129,,,,,,,,43.39,43.5499,42.6101,43.1317,512974,2021-02-23 18:00:00,2,1
2021-02-23 19:00:00,0.025695717998595047,81,0.0625,0.025,0.1625,0.0625,0.325,0.1,0.1,0.1,0.0625,,,,,,,,43.0601,44.3699,42.9409,44.24,548121,2021-02-23 19:00:00,2,1
2021-02-23 20:00:00,0.016048824593128508,93,0.05434782608695652,0.11956521739130435,0.2065217391304348,0.05434782608695652,0.2717391304347826,0.03260869565217391,0.14130434782608695,0.07608695652173914,0.043478260869565216,,,,,,,,44.1,44.96,43.82,44.95,714721,2021-02-23 20:00:00,2,1
2021-02-23 21:00:00,-0.00022246941045622748,99,0.03125,0.09375,0.19791666666666666,0.0625,0.3333333333333333,0.041666666666666664,0.08333333333333333,0.11458333333333333,0.041666666666666664,,,,,,,,44.91,45.4299,44.0,44.94,835553,2021-02-23 21:00:00,2,1
2021-02-23 22:00:00,-0.038495772140631934,138,0.05882352941176471,0.029411764705882363,0.18382352941176472,0.25,0.25735294117647056,0.04411764705882353,0.10294117647058824,0.07352941176470587,,,,,,,,,45.11,45.24,42.9,43.21,355640,2021-02-23 22:00:00,2,1
2021-02-23 23:00:00,-0.0048599861143253644,106,0.0380952380952381,0.06666666666666668,0.2285714285714285,0.17142857142857146,0.2380952380952381,0.047619047619047616,0.057142857142857134,0.1238095238095238,0.028571428571428567,,,,,,,,43.24,43.55,42.66,43.0,139000,2021-02-23 23:00:00,2,1
2021-02-24 00:00:00,0.0197674418604652,79,0.0379746835443038,0.05063291139240506,0.20253164556962025,0.12658227848101267,0.2911392405063291,0.06329113924050632,0.08860759493670886,0.0759493670886076,0.06329113924050632,,,,,,,,43.0,44.35,43.0,43.85,19081,2021-02-24 00:00:00,2,1
2021-02-24 01:00:00,-0.002964652223489184,67,0.13432835820895522,0.05970149253731344,0.14925373134328354,0.16417910447761194,0.2537313432835821,0.04477611940298507,0.05970149253731344,0.11940298507462685,0.01492537313432836,,,,,,,,43.87,44.0,43.01,43.72,31177,2021-02-24 01:00:00,2,1
2021-02-24 10:00:00,0.0064043915827995965,30,0.16666666666666666,0.03333333333333333,0.26666666666666666,0.06666666666666668,0.2,0.13333333333333333,,0.13333333333333333,,,,,,,,,44.97,44.97,44.0,44.0,1635,2021-02-24 10:00:00,2,1
2021-02-24 11:00:00,-0.0002272727272726316,33,0.03225806451612903,0.16129032258064516,0.06451612903225806,0.12903225806451613,0.25806451612903225,0.06451612903225806,0.0967741935483871,0.1935483870967742,,,,,,,,,43.76,44.0,43.72,43.99,1336,2021-02-24 11:00:00,2,1
2021-02-24 12:00:00,0.0004546487838144042,34,0.06451612903225806,0.03225806451612903,0.1935483870967742,0.16129032258064516,0.2258064516129032,0.06451612903225806,0.03225806451612903,0.1935483870967742,0.03225806451612903,,,,,,,,43.99,44.5,43.99,44.01,1021,2021-02-24 12:00:00,2,1
2021-02-24 13:00:00,0.006362190411270285,47,0.08888888888888889,0.1111111111111111,0.15555555555555556,0.04444444444444445,0.2888888888888889,0.022222222222222227,0.13333333333333333,0.13333333333333333,0.022222222222222227,,,,,,,,44.4,44.69,44.0,44.29,25426,2021-02-24 13:00:00,2,1
2021-02-24 14:00:00,0.010386091668548314,72,0.08333333333333333,0.027777777777777776,0.2361111111111111,0.1527777777777778,0.2361111111111111,0.05555555555555555,0.1111111111111111,0.08333333333333333,0.013888888888888888,,,,,,,,44.42,45.25,43.98,44.75,67808,2021-02-24 14:00:00,2,1
2021-02-24 15:00:00,0.04133184357541908,117,0.034782608695652174,0.10434782608695653,0.2608695652173913,0.052173913043478265,0.2782608695652174,0.09565217391304348,0.060869565217391314,0.09565217391304348,0.017391304347826087,,,,,,,,44.83,47.5,44.0,46.5996,1729216,2021-02-24 15:00:00,2,1
2021-02-24 16:00:00,0.047004695319273086,136,0.014705882352941175,0.0661764705882353,0.34558823529411764,0.02205882352941177,0.21323529411764705,0.1176470588235294,0.07352941176470587,0.1176470588235294,0.029411764705882363,,,,,,,,46.6,49.575,46.05,48.79,3916937,2021-02-24 16:00:00,2,1
2021-02-24 17:00:00,0.004304160688665792,176,0.040697674418604654,0.08139534883720931,0.2325581395348837,0.040697674418604654,0.1686046511627907,0.12209302325581395,0.09883720930232558,0.18604651162790692,0.02906976744186046,,,,,,,,48.715,50.56,47.5,49.0,2838368,2021-02-24 17:00:00,2,1
2021-02-24 18:00:00,-0.014283673469387748,100,0.04,0.07,0.23,0.04,0.33,0.07,0.08,0.09,0.05,,,,,,,,49.0,49.0,47.7844,48.3001,889268,2021-02-24 18:00:00,2,1
2021-02-24 19:00:00,0.0238819381326334,130,0.03937007874015748,0.06299212598425198,0.3070866141732284,0.09448818897637797,0.1732283464566929,0.07086614173228346,0.10236220472440943,0.10236220472440943,0.047244094488188976,,,,,,,,48.3408,49.4599,47.97,49.4536,663653,2021-02-24 19:00:00,2,1
2021-02-24 20:00:00,0.059781289936425175,263,0.03515625,0.05859375,0.28515625,0.1328125,0.17578125,0.09375,0.05859375,0.10546875,0.0546875,,,,,,,,49.46,53.76,48.75,52.41,4318110,2021-02-24 20:00:00,2,1
2021-02-24 21:00:00,0.7496660942568214,1011,0.015105740181268885,0.06545820745216516,0.4300100704934542,0.0513595166163142,0.13192346424974824,0.1067472306143001,0.05035246727089628,0.11983887210473315,0.029204431017119836,,,,,,,,52.42,91.7,52.26,91.7,26931623,2021-02-24 21:00:00,2,1
2021-02-24 22:00:00,0.7122137404580151,555,0.009259259259259259,0.06296296296296296,0.3888888888888889,0.037037037037037035,0.1685185185185185,0.10555555555555557,0.057407407407407414,0.11296296296296295,0.057407407407407414,,,,,,,,91.68,200.0,81.11,157.01,24027449,2021-02-24 22:00:00,2,1
2021-02-24 23:00:00,-0.05343608687344748,604,0.01517706576728499,0.037099494097807766,0.38785834738617203,0.048903878583473864,0.15345699831365936,0.10286677908937604,0.08768971332209106,0.11129848229342328,0.05564924114671164,,,,,,,,157.0,159.74,130.0,148.62,9373668,2021-02-24 23:00:00,2,1
2021-02-25 00:00:00,0.1662629524962993,399,0.022670025188916875,0.07556675062972293,0.28211586901763225,0.06801007556675064,0.23173803526448364,0.08312342569269521,0.10831234256926953,0.08816120906801007,0.04030226700251889,,,,,,,,148.13,176.0,143.0099,173.33,4193857,2021-02-25 00:00:00,2,1
2021-02-25 01:00:00,-0.030750591357526225,356,0.03142857142857143,0.10571428571428572,0.3257142857142857,0.051428571428571435,0.2285714285714285,0.08,0.08,0.06285714285714286,0.03428571428571429,,,,,,,,173.08,194.0,166.0,168.0,3614424,2021-02-25 01:00:00,2,1
2021-02-25 10:00:00,-0.20833333333333331,129,0.03937007874015748,0.047244094488188976,0.3307086614173229,0.10236220472440943,0.16535433070866146,0.047244094488188976,0.08661417322834647,0.14173228346456693,0.03937007874015748,,,,,,,,153.3,167.5,117.17,133.0,1443426,2021-02-25 10:00:00,2,1
2021-02-25 11:00:00,0.09548872180451128,121,0.06837606837606837,0.10256410256410256,0.3247863247863248,0.07692307692307693,0.2564102564102564,0.02564102564102564,0.10256410256410256,0.034188034188034185,0.008547008547008548,,,,,,,,132.55,149.0,128.42,145.7,567254,2021-02-25 11:00:00,2,1
